"Date Time","p (mbar)","T (degC)","Tpot (K)","Tdew (degC)","rh (%)","VPmax (mbar)","VPact (mbar)","VPdef (mbar)","sh (g/kg)","H2OC (mmol/mol)","rho (g/m**3)","wv (m/s)","max. wv (m/s)","wd (deg)"
07.01.2009 18:30:00,994.07,-7.65,265.96,-9.52,86.30,3.43,2.96,0.47,1.85,2.98,1302.80,0.68,1.25,156.90
07.01.2009 18:40:00,994.13,-7.66,265.95,-9.45,86.90,3.43,2.98,0.45,1.87,3.00,1302.92,0.41,1.13,160.80
07.01.2009 18:50:00,994.26,-7.53,266.07,-9.32,86.90,3.46,3.01,0.45,1.88,3.03,1302.43,0.54,1.38,110.00
07.01.2009 19:00:00,994.38,-7.75,265.84,-9.58,86.60,3.40,2.95,0.46,1.85,2.96,1303.69,0.61,1.25,114.90
07.01.2009 19:10:00,994.40,-7.46,266.13,-9.02,88.50,3.48,3.08,0.40,1.93,3.10,1302.24,0.41,0.88,86.50
07.01.2009 19:20:00,994.49,-7.45,266.13,-9.17,87.40,3.48,3.05,0.44,1.91,3.06,1302.32,0.45,1.63,99.70
07.01.2009 19:30:00,994.62,-7.81,265.76,-9.48,87.70,3.39,2.97,0.42,1.86,2.99,1304.30,1.14,1.75,132.10
07.01.2009 19:40:00,994.89,-7.88,265.67,-9.42,88.60,3.37,2.99,0.38,1.87,3.00,1304.99,0.42,1.00,113.30
07.01.2009 19:50:00,994.91,-7.92,265.63,-9.44,88.70,3.36,2.98,0.38,1.86,2.99,1305.21,0.58,1.38,74.80
07.01.2009 20:00:00,995.07,-7.85,265.69,-9.36,88.80,3.38,3.00,0.38,1.88,3.01,1305.07,0.88,1.50,43.83
07.01.2009 20:10:00,995.23,-8.27,265.25,-9.89,88.00,3.27,2.88,0.39,1.80,2.89,1307.41,0.51,0.88,217.20
07.01.2009 20:20:00,995.40,-8.56,264.95,-10.01,89.20,3.19,2.85,0.35,1.78,2.86,1309.09,0.75,1.75,151.10
07.01.2009 20:30:00,995.59,-8.62,264.87,-9.92,90.20,3.18,2.87,0.31,1.79,2.88,1309.62,0.49,1.25,153.80
07.01.2009 20:40:00,995.76,-8.51,264.97,-9.69,91.10,3.21,2.92,0.29,1.83,2.93,1309.27,0.44,0.88,108.60
07.01.2009 20:50:00,995.95,-8.50,264.97,-9.68,91.10,3.21,2.92,0.29,1.83,2.94,1309.47,0.39,1.13,120.90
07.01.2009 21:00:00,996.09,-8.44,265.02,-9.57,91.50,3.22,2.95,0.27,1.84,2.96,1309.35,0.23,0.75,85.20
07.01.2009 21:10:00,996.32,-8.56,264.88,-9.80,90.70,3.19,2.90,0.30,1.81,2.91,1310.27,0.30,0.63,129.00
07.01.2009 21:20:00,996.46,-8.89,264.54,-10.18,90.30,3.11,2.81,0.30,1.76,2.82,1312.13,0.13,0.50,173.40
07.01.2009 21:30:00,996.55,-9.30,264.12,-10.72,89.30,3.01,2.69,0.32,1.68,2.70,1314.35,0.54,1.00,150.60
07.01.2009 21:40:00,996.83,-10.12,263.28,-11.50,89.50,2.82,2.53,0.30,1.58,2.54,1318.90,0.77,1.25,143.20
07.01.2009 21:50:00,997.00,-10.07,263.32,-11.14,91.80,2.84,2.60,0.23,1.63,2.61,1318.83,0.50,1.13,218.40
07.01.2009 22:00:00,997.11,-9.41,263.97,-10.27,93.40,2.99,2.79,0.20,1.74,2.80,1315.59,0.52,1.38,188.10
07.01.2009 22:10:00,997.28,-9.30,264.07,-10.28,92.50,3.01,2.79,0.23,1.74,2.80,1315.27,0.29,1.13,85.40
07.01.2009 22:20:00,997.48,-9.89,263.46,-10.96,91.80,2.88,2.64,0.24,1.65,2.65,1318.56,0.29,1.00,119.30
07.01.2009 22:30:00,997.58,-10.44,262.90,-11.59,91.20,2.75,2.51,0.24,1.57,2.52,1321.51,0.55,1.00,130.50
07.01.2009 22:40:00,997.70,-10.83,262.50,-11.99,91.10,2.67,2.43,0.24,1.52,2.44,1323.67,0.74,1.25,132.00
07.01.2009 22:50:00,997.79,-10.79,262.54,-11.84,91.90,2.68,2.46,0.22,1.53,2.47,1323.57,0.24,0.63,139.40
07.01.2009 23:00:00,997.88,-10.68,262.64,-11.74,91.80,2.70,2.48,0.22,1.55,2.48,1323.13,0.10,0.50,184.20
07.01.2009 23:10:00,998.05,-10.99,262.32,-12.14,91.10,2.63,2.40,0.23,1.50,2.40,1324.97,0.20,0.63,146.60
07.01.2009 23:20:00,998.11,-10.91,262.39,-11.93,92.10,2.65,2.44,0.21,1.52,2.45,1324.62,0.46,1.00,137.20
07.01.2009 23:30:00,998.22,-10.62,262.67,-11.71,91.60,2.71,2.49,0.23,1.55,2.49,1323.28,0.08,0.38,193.00
07.01.2009 23:40:00,998.33,-10.73,262.56,-11.85,91.40,2.69,2.46,0.23,1.53,2.46,1324.00,0.26,0.50,179.80
07.01.2009 23:50:00,998.41,-10.59,262.69,-11.67,91.70,2.72,2.49,0.23,1.56,2.50,1323.38,0.21,0.50,183.30
08.01.2009 00:00:00,998.53,-10.78,262.49,-11.88,91.50,2.68,2.45,0.23,1.53,2.45,1324.52,0.37,0.75,196.20
08.01.2009 00:10:00,998.67,-10.60,262.66,-11.64,92.00,2.72,2.50,0.22,1.56,2.50,1323.77,0.59,0.88,231.80
08.01.2009 00:20:00,998.71,-10.72,262.54,-11.84,91.40,2.69,2.46,0.23,1.53,2.46,1324.45,0.42,0.88,174.00
08.01.2009 00:30:00,998.83,-11.29,261.96,-12.52,90.50,2.57,2.33,0.24,1.45,2.33,1327.55,0.48,0.88,151.40
08.01.2009 00:40:00,998.96,-11.81,261.43,-13.09,90.10,2.47,2.22,0.24,1.38,2.22,1330.43,0.30,0.75,167.20
08.01.2009 00:50:00,999.04,-11.78,261.45,-12.99,90.60,2.47,2.24,0.23,1.40,2.24,1330.37,0.29,0.75,135.30
08.01.2009 01:00:00,999.20,-11.92,261.30,-13.19,90.20,2.44,2.20,0.24,1.37,2.21,1331.32,0.50,0.88,149.10
08.01.2009 01:10:00,999.29,-12.13,261.08,-13.37,90.40,2.40,2.17,0.23,1.35,2.17,1332.51,0.06,0.38,185.50
08.01.2009 01:20:00,999.41,-12.13,261.07,-13.30,90.90,2.40,2.18,0.22,1.36,2.19,1332.68,0.06,0.25,214.80
08.01.2009 01:30:00,999.57,-11.97,261.22,-13.02,91.80,2.43,2.23,0.20,1.39,2.24,1332.05,0.22,0.63,108.00
08.01.2009 01:40:00,999.74,-11.73,261.45,-12.74,92.10,2.48,2.29,0.20,1.42,2.29,1331.02,0.36,0.88,118.30
08.01.2009 01:50:00,999.90,-11.78,261.39,-12.78,92.20,2.47,2.28,0.19,1.42,2.28,1331.50,0.43,0.88,125.00
08.01.2009 02:00:00,1000.02,-11.64,261.52,-12.63,92.30,2.50,2.31,0.19,1.44,2.31,1330.92,0.23,0.63,175.00
08.01.2009 02:10:00,1000.19,-11.82,261.33,-12.91,91.50,2.46,2.25,0.21,1.40,2.25,1332.10,0.32,0.50,109.30
08.01.2009 02:20:00,1000.39,-12.27,260.86,-13.48,90.60,2.38,2.15,0.22,1.34,2.15,1334.71,0.38,0.63,152.40
08.01.2009 02:30:00,1000.56,-12.58,260.54,-13.77,90.70,2.32,2.10,0.22,1.31,2.10,1336.55,0.31,0.50,213.50
08.01.2009 02:40:00,1000.68,-12.55,260.56,-13.68,91.20,2.32,2.12,0.20,1.32,2.12,1336.55,0.30,0.63,215.90
08.01.2009 02:50:00,1000.81,-12.76,260.34,-13.94,90.80,2.28,2.07,0.21,1.29,2.07,1337.82,0.29,0.75,166.60
08.01.2009 03:00:00,1000.98,-12.96,260.13,-14.16,90.60,2.25,2.03,0.21,1.27,2.03,1339.10,0.12,0.50,151.60
08.01.2009 03:10:00,1001.04,-12.95,260.13,-14.18,90.40,2.25,2.03,0.22,1.26,2.03,1339.14,0.45,1.13,187.90
08.01.2009 03:20:00,1001.14,-13.06,260.02,-14.33,90.10,2.23,2.01,0.22,1.25,2.00,1339.84,0.59,0.88,195.50
08.01.2009 03:30:00,1001.23,-13.10,259.97,-14.35,90.20,2.22,2.00,0.22,1.24,2.00,1340.18,0.57,0.88,193.60
08.01.2009 03:40:00,1001.21,-13.13,259.94,-14.40,90.10,2.21,2.00,0.22,1.24,1.99,1340.30,1.00,1.50,223.30
08.01.2009 03:50:00,1001.38,-12.80,260.26,-13.96,90.90,2.27,2.07,0.21,1.29,2.07,1338.80,1.40,2.00,230.60
08.01.2009 04:00:00,1001.46,-12.31,260.74,-13.46,91.00,2.37,2.15,0.21,1.34,2.15,1336.35,1.27,1.88,216.60
08.01.2009 04:10:00,1001.53,-12.08,260.97,-13.21,91.20,2.41,2.20,0.21,1.37,2.20,1335.24,1.25,1.88,238.20
08.01.2009 04:20:00,1001.42,-11.54,261.51,-12.64,91.50,2.52,2.31,0.21,1.43,2.30,1332.29,1.00,1.63,227.40
08.01.2009 04:30:00,1001.42,-11.89,261.16,-13.18,90.00,2.45,2.20,0.24,1.37,2.20,1334.12,0.72,1.75,232.50
08.01.2009 04:40:00,1001.46,-11.91,261.14,-13.15,90.40,2.45,2.21,0.23,1.37,2.21,1334.27,0.86,1.63,210.60
08.01.2009 04:50:00,1001.58,-12.12,260.92,-13.47,89.60,2.40,2.15,0.25,1.34,2.15,1335.53,0.20,0.75,189.90
08.01.2009 05:00:00,1001.67,-12.20,260.84,-13.60,89.20,2.39,2.13,0.26,1.32,2.13,1336.08,0.27,0.75,178.60
08.01.2009 05:10:00,1001.86,-12.21,260.81,-13.65,88.90,2.39,2.12,0.26,1.32,2.12,1336.38,0.61,1.00,159.30
08.01.2009 05:20:00,1001.96,-12.31,260.70,-13.72,89.10,2.37,2.11,0.26,1.31,2.11,1337.03,0.34,0.75,210.70
08.01.2009 05:30:00,1002.03,-12.18,260.83,-13.54,89.50,2.39,2.14,0.25,1.33,2.14,1336.44,0.23,0.88,186.80
08.01.2009 05:40:00,1002.03,-11.94,261.07,-13.25,89.90,2.44,2.19,0.25,1.36,2.19,1335.20,0.41,0.88,216.80
08.01.2009 05:50:00,1002.11,-11.62,261.38,-12.86,90.40,2.50,2.26,0.24,1.41,2.26,1333.63,0.54,0.88,205.50
08.01.2009 06:00:00,1002.15,-11.40,261.60,-12.62,90.60,2.55,2.31,0.24,1.43,2.30,1332.54,0.34,0.75,212.00
08.01.2009 06:10:00,1002.21,-11.27,261.73,-12.53,90.30,2.58,2.33,0.25,1.44,2.32,1331.94,0.19,0.63,193.90
08.01.2009 06:20:00,1002.32,-11.23,261.76,-12.56,89.80,2.58,2.32,0.26,1.44,2.31,1331.89,0.37,0.88,190.30
08.01.2009 06:30:00,1002.31,-11.12,261.87,-12.49,89.50,2.61,2.33,0.27,1.45,2.33,1331.32,0.40,1.00,188.20
08.01.2009 06:40:00,1002.32,-11.26,261.73,-12.68,89.10,2.58,2.30,0.28,1.43,2.29,1332.06,0.41,0.88,199.70
08.01.2009 06:50:00,1002.50,-11.18,261.79,-12.55,89.50,2.59,2.32,0.27,1.44,2.32,1331.87,0.25,0.63,276.50
08.01.2009 07:00:00,1002.52,-10.90,262.07,-12.22,89.90,2.65,2.39,0.27,1.48,2.38,1330.45,0.30,0.63,173.90
08.01.2009 07:10:00,1002.53,-10.67,262.30,-11.95,90.20,2.70,2.44,0.26,1.51,2.43,1329.27,0.30,0.63,221.10
08.01.2009 07:20:00,1002.65,-10.34,262.62,-11.56,90.70,2.77,2.52,0.26,1.56,2.51,1327.73,0.25,0.63,162.40
08.01.2009 07:30:00,1002.87,-10.06,262.88,-11.29,90.60,2.84,2.57,0.27,1.60,2.56,1326.57,0.36,0.75,96.20
08.01.2009 07:40:00,1002.98,-9.84,263.10,-11.23,89.50,2.89,2.58,0.30,1.60,2.58,1325.60,0.37,0.75,173.60
08.01.2009 07:50:00,1003.17,-9.85,263.07,-11.32,88.90,2.89,2.56,0.32,1.59,2.56,1325.92,0.37,0.75,155.10
08.01.2009 08:00:00,1003.33,-10.01,262.90,-11.49,88.80,2.85,2.53,0.32,1.57,2.52,1326.96,0.39,0.75,204.70
08.01.2009 08:10:00,1003.40,-10.00,262.90,-11.43,89.20,2.85,2.54,0.31,1.58,2.53,1326.99,0.54,0.88,211.80
08.01.2009 08:20:00,1003.50,-10.03,262.87,-11.43,89.40,2.84,2.54,0.30,1.58,2.53,1327.27,0.51,1.00,207.90
08.01.2009 08:30:00,1003.60,-9.97,262.92,-11.31,89.80,2.86,2.57,0.29,1.59,2.56,1327.09,0.77,1.25,190.70
08.01.2009 08:40:00,1003.70,-10.08,262.80,-11.44,89.70,2.83,2.54,0.29,1.58,2.53,1327.79,0.70,1.50,181.20
08.01.2009 08:50:00,1003.86,-10.11,262.76,-11.45,89.80,2.83,2.54,0.29,1.57,2.53,1328.15,0.62,0.88,199.50
08.01.2009 09:00:00,1003.95,-10.04,262.82,-11.40,89.70,2.84,2.55,0.29,1.58,2.54,1327.92,0.55,1.00,204.60
08.01.2009 09:10:00,1004.14,-9.59,263.26,-10.91,90.00,2.95,2.65,0.29,1.64,2.64,1325.84,0.28,0.63,123.80
08.01.2009 09:20:00,1004.16,-9.21,263.64,-10.73,88.60,3.04,2.69,0.35,1.67,2.68,1323.94,0.40,0.75,203.30
08.01.2009 09:30:00,1004.21,-9.07,263.77,-10.69,87.90,3.07,2.70,0.37,1.67,2.69,1323.31,0.25,0.63,196.90
08.01.2009 09:40:00,1004.30,-8.85,263.99,-10.55,87.40,3.12,2.73,0.39,1.69,2.72,1322.31,0.26,0.63,195.90
08.01.2009 09:50:00,1004.37,-8.46,264.37,-10.21,87.10,3.22,2.80,0.42,1.74,2.79,1320.41,0.35,0.75,162.30
08.01.2009 10:00:00,1004.31,-8.07,264.76,-10.10,85.20,3.32,2.83,0.49,1.75,2.82,1318.38,0.33,0.75,190.10
08.01.2009 10:10:00,1004.33,-7.56,265.27,-9.79,83.90,3.45,2.90,0.56,1.80,2.89,1315.85,0.34,0.63,160.60
08.01.2009 10:20:00,1004.36,-7.02,265.81,-9.60,81.70,3.60,2.94,0.66,1.82,2.93,1313.19,0.39,1.00,163.80
08.01.2009 10:30:00,1004.37,-6.35,266.48,-9.41,78.70,3.80,2.99,0.81,1.85,2.97,1309.87,0.72,1.25,144.20
08.01.2009 10:40:00,1004.53,-6.31,266.50,-9.69,76.80,3.81,2.92,0.88,1.81,2.91,1309.94,0.84,1.50,165.10
08.01.2009 10:50:00,1004.61,-6.25,266.56,-9.71,76.30,3.82,2.92,0.91,1.81,2.90,1309.72,1.05,1.50,169.60
08.01.2009 11:00:00,1004.60,-6.53,266.28,-10.00,76.20,3.74,2.85,0.89,1.77,2.84,1311.16,1.35,1.88,134.80
08.01.2009 11:10:00,1004.57,-7.15,265.66,-10.21,78.60,3.57,2.80,0.76,1.74,2.79,1314.17,1.66,2.00,146.00
08.01.2009 11:20:00,1004.56,-6.91,265.90,-9.93,78.90,3.63,2.87,0.77,1.78,2.85,1312.94,1.37,2.25,144.40
08.01.2009 11:30:00,1004.54,-7.04,265.78,-10.02,79.10,3.60,2.85,0.75,1.76,2.83,1313.57,1.93,2.75,162.20
08.01.2009 11:40:00,1004.44,-6.84,265.98,-9.77,79.50,3.65,2.90,0.75,1.80,2.89,1312.42,1.89,2.75,164.70
08.01.2009 11:50:00,1004.35,-6.83,266.00,-9.82,79.10,3.66,2.89,0.76,1.79,2.88,1312.28,2.04,2.75,145.70
08.01.2009 12:00:00,1004.33,-6.84,265.99,-9.69,80.00,3.65,2.92,0.73,1.81,2.91,1312.26,2.13,3.50,146.30
08.01.2009 12:10:00,1004.34,-6.56,266.27,-9.38,80.20,3.73,2.99,0.74,1.86,2.98,1310.88,2.24,4.13,154.50
08.01.2009 12:20:00,1004.32,-6.47,266.36,-9.33,80.00,3.76,3.01,0.75,1.86,2.99,1310.39,1.99,3.25,140.50
08.01.2009 12:30:00,1004.34,-6.02,266.81,-8.90,79.90,3.89,3.11,0.78,1.93,3.10,1308.16,1.20,2.38,167.60
08.01.2009 12:40:00,1004.31,-5.37,267.46,-8.61,77.80,4.09,3.18,0.91,1.97,3.17,1304.93,1.31,2.38,174.20
08.01.2009 12:50:00,1004.24,-4.80,268.04,-8.25,76.60,4.27,3.27,1.00,2.03,3.26,1302.00,1.30,1.88,157.40
08.01.2009 13:00:00,1004.23,-4.27,268.57,-7.94,75.40,4.45,3.35,1.09,2.08,3.34,1299.39,1.49,2.38,163.50
08.01.2009 13:10:00,1004.09,-4.06,268.79,-7.79,75.10,4.52,3.39,1.13,2.11,3.38,1298.17,1.93,2.75,168.10
08.01.2009 13:20:00,1003.90,-4.20,268.66,-7.79,75.90,4.47,3.39,1.08,2.11,3.38,1298.59,2.17,3.00,171.40
08.01.2009 13:30:00,1003.86,-4.42,268.44,-7.78,77.20,4.40,3.39,1.00,2.11,3.38,1299.62,2.52,3.50,158.50
08.01.2009 13:40:00,1003.80,-4.42,268.45,-7.74,77.50,4.40,3.41,0.99,2.11,3.39,1299.54,2.94,4.13,150.40
08.01.2009 13:50:00,1003.73,-4.57,268.30,-7.67,78.80,4.35,3.43,0.92,2.13,3.41,1300.16,2.83,3.88,154.90
08.01.2009 14:00:00,1003.72,-4.73,268.14,-7.75,79.30,4.29,3.41,0.89,2.11,3.39,1300.94,2.61,3.63,152.80
08.01.2009 14:10:00,1003.69,-5.30,267.58,-7.96,81.40,4.11,3.35,0.77,2.08,3.34,1303.67,2.73,3.63,158.80
08.01.2009 14:20:00,1003.65,-5.34,267.54,-7.91,82.00,4.10,3.36,0.74,2.09,3.35,1303.85,2.42,3.50,152.40
08.01.2009 14:30:00,1003.50,-4.96,267.94,-7.68,81.10,4.22,3.42,0.80,2.12,3.41,1301.73,2.40,3.38,172.50
08.01.2009 14:40:00,1003.45,-4.69,268.20,-7.66,79.60,4.31,3.43,0.88,2.13,3.42,1300.40,2.28,2.88,168.70
08.01.2009 14:50:00,1003.44,-4.43,268.47,-7.57,78.60,4.39,3.45,0.94,2.14,3.44,1299.10,1.91,2.63,164.80
08.01.2009 15:00:00,1003.44,-4.27,268.62,-7.59,77.50,4.45,3.45,1.00,2.14,3.43,1298.34,1.39,2.13,169.50
08.01.2009 15:10:00,1003.42,-4.69,268.21,-7.92,78.00,4.31,3.36,0.95,2.09,3.35,1300.37,1.44,2.00,190.80
08.01.2009 15:20:00,1003.40,-5.10,267.80,-7.98,80.10,4.17,3.34,0.83,2.08,3.33,1302.35,0.83,2.00,172.20
08.01.2009 15:30:00,1003.44,-5.15,267.75,-8.04,80.00,4.16,3.33,0.83,2.07,3.32,1302.63,1.37,2.63,181.40
08.01.2009 15:40:00,1003.41,-5.37,267.53,-8.12,80.80,4.09,3.31,0.79,2.05,3.29,1303.68,1.22,2.13,174.70
08.01.2009 15:50:00,1003.46,-5.11,267.78,-7.84,81.00,4.17,3.38,0.79,2.10,3.37,1302.47,0.54,1.25,174.20
08.01.2009 16:00:00,1003.52,-4.97,267.92,-7.78,80.50,4.22,3.40,0.82,2.11,3.38,1301.83,0.39,1.13,104.10
08.01.2009 16:10:00,1003.47,-5.81,267.09,-8.42,81.70,3.96,3.23,0.72,2.01,3.22,1305.94,0.44,0.88,305.70
08.01.2009 16:20:00,1003.42,-6.61,266.29,-8.74,84.70,3.72,3.15,0.57,1.96,3.14,1309.82,0.38,0.63,200.10
08.01.2009 16:30:00,1003.48,-7.11,265.79,-8.83,87.40,3.58,3.13,0.45,1.94,3.12,1312.40,0.51,0.75,261.10
08.01.2009 16:40:00,1003.58,-7.34,265.55,-8.83,89.00,3.51,3.13,0.39,1.94,3.12,1313.66,0.56,0.88,233.30
08.01.2009 16:50:00,1003.60,-7.63,265.26,-9.00,89.80,3.44,3.09,0.35,1.91,3.07,1315.14,0.51,1.38,234.90
08.01.2009 17:00:00,1003.61,-7.77,265.12,-8.99,90.90,3.40,3.09,0.31,1.92,3.08,1315.85,0.86,1.25,243.80
08.01.2009 17:10:00,1003.57,-7.93,264.96,-9.12,91.10,3.36,3.06,0.30,1.90,3.05,1316.60,1.29,2.00,224.80
08.01.2009 17:20:00,1003.65,-8.27,264.61,-9.48,90.90,3.27,2.97,0.30,1.84,2.96,1318.43,1.99,2.50,223.80
08.01.2009 17:30:00,1003.74,-8.33,264.55,-9.47,91.40,3.25,2.97,0.28,1.84,2.96,1318.86,1.32,2.13,227.60
08.01.2009 17:40:00,1003.74,-8.44,264.44,-9.54,91.70,3.22,2.96,0.27,1.83,2.95,1319.41,1.10,1.63,225.00
08.01.2009 17:50:00,1003.76,-8.48,264.40,-9.50,92.30,3.21,2.97,0.25,1.84,2.96,1319.63,0.56,1.25,194.60
08.01.2009 18:00:00,1003.85,-8.65,264.22,-9.65,92.40,3.17,2.93,0.24,1.82,2.92,1320.61,0.55,0.88,216.70
08.01.2009 18:10:00,1003.82,-8.84,264.03,-9.83,92.50,3.13,2.89,0.23,1.79,2.88,1321.55,0.31,1.00,152.10
08.01.2009 18:20:00,1003.78,-9.08,263.80,-10.12,92.10,3.07,2.82,0.24,1.75,2.81,1322.73,0.40,1.13,146.40
08.01.2009 18:30:00,1003.75,-9.49,263.39,-10.59,91.60,2.97,2.72,0.25,1.69,2.71,1324.79,1.32,1.75,198.20
08.01.2009 18:40:00,1003.75,-9.67,263.21,-10.78,91.50,2.93,2.68,0.25,1.66,2.67,1325.72,1.17,1.63,216.20
08.01.2009 18:50:00,1003.80,-9.99,262.88,-11.11,91.40,2.85,2.61,0.25,1.62,2.60,1327.44,1.26,2.00,223.30
08.01.2009 19:00:00,1003.87,-10.23,262.64,-11.32,91.60,2.80,2.56,0.24,1.59,2.55,1328.76,0.61,1.13,194.30
08.01.2009 19:10:00,1003.87,-10.50,262.37,-11.58,91.70,2.74,2.51,0.23,1.56,2.50,1330.16,0.50,1.00,176.50
08.01.2009 19:20:00,1003.98,-10.62,262.24,-11.64,92.10,2.71,2.50,0.21,1.55,2.49,1330.91,0.53,1.00,192.90
08.01.2009 19:30:00,1003.98,-10.53,262.33,-11.51,92.40,2.73,2.53,0.21,1.57,2.52,1330.44,0.98,1.50,198.60
08.01.2009 19:40:00,1003.93,-10.49,262.38,-11.47,92.40,2.74,2.53,0.21,1.57,2.52,1330.18,0.50,0.88,232.40
08.01.2009 19:50:00,1004.03,-10.57,262.29,-11.65,91.70,2.72,2.50,0.23,1.55,2.49,1330.72,0.41,0.88,84.50
08.01.2009 20:00:00,1004.01,-10.67,262.19,-11.73,91.80,2.70,2.48,0.22,1.54,2.47,1331.22,0.25,0.63,84.90
08.01.2009 20:10:00,1004.07,-10.74,262.12,-11.87,91.30,2.69,2.45,0.23,1.52,2.44,1331.66,0.29,0.75,181.10
08.01.2009 20:20:00,1004.11,-11.00,261.85,-12.26,90.30,2.63,2.38,0.26,1.47,2.37,1333.07,0.80,1.50,191.00
08.01.2009 20:30:00,1004.18,-11.07,261.78,-12.31,90.50,2.62,2.37,0.25,1.47,2.36,1333.53,0.42,1.00,155.20
08.01.2009 20:40:00,1004.22,-11.20,261.64,-12.54,89.70,2.59,2.32,0.27,1.44,2.31,1334.27,0.70,1.13,188.10
08.01.2009 20:50:00,1004.15,-11.49,261.36,-12.86,89.50,2.53,2.26,0.27,1.40,2.26,1335.68,1.07,1.38,201.80
08.01.2009 21:00:00,1004.11,-11.59,261.26,-12.86,90.20,2.51,2.26,0.25,1.40,2.25,1336.14,1.09,1.50,217.50
08.01.2009 21:10:00,1004.11,-11.55,261.30,-12.70,91.10,2.52,2.29,0.22,1.42,2.28,1335.92,1.08,1.38,192.10
08.01.2009 21:20:00,1004.21,-11.55,261.30,-12.59,91.90,2.52,2.31,0.20,1.43,2.30,1336.04,0.52,1.13,197.40
08.01.2009 21:30:00,1004.22,-11.56,261.29,-12.62,91.80,2.52,2.31,0.21,1.43,2.30,1336.11,0.36,1.00,147.10
08.01.2009 21:40:00,1004.15,-11.61,261.24,-12.64,92.00,2.51,2.31,0.20,1.43,2.30,1336.28,0.37,0.75,208.80
08.01.2009 21:50:00,1004.11,-11.65,261.20,-12.70,91.80,2.50,2.29,0.20,1.42,2.28,1336.43,0.33,0.63,172.10
08.01.2009 22:00:00,1004.11,-12.10,260.75,-13.23,91.20,2.41,2.20,0.21,1.36,2.19,1338.78,0.48,0.75,153.60
08.01.2009 22:10:00,1004.00,-12.50,260.36,-13.64,91.10,2.33,2.12,0.21,1.32,2.12,1340.73,0.74,1.63,205.10
08.01.2009 22:20:00,1003.99,-12.74,260.12,-13.85,91.30,2.29,2.09,0.20,1.29,2.08,1341.97,1.26,1.88,210.90
08.01.2009 22:30:00,1003.92,-12.78,260.09,-13.82,91.80,2.28,2.09,0.19,1.30,2.08,1342.08,0.82,1.75,179.70
08.01.2009 22:40:00,1003.86,-12.81,260.06,-13.87,91.70,2.27,2.08,0.19,1.29,2.08,1342.16,1.22,1.88,179.40
08.01.2009 22:50:00,1003.87,-13.09,259.78,-14.14,91.70,2.22,2.04,0.18,1.26,2.03,1343.64,1.15,1.88,172.00
08.01.2009 23:00:00,1003.88,-13.25,259.62,-14.29,91.80,2.19,2.01,0.18,1.25,2.01,1344.50,1.22,1.88,156.10
08.01.2009 23:10:00,1003.76,-13.39,259.49,-14.43,91.80,2.17,1.99,0.18,1.23,1.98,1345.07,1.56,2.00,188.60
08.01.2009 23:20:00,1003.74,-13.53,259.35,-14.59,91.60,2.14,1.96,0.18,1.22,1.96,1345.78,1.42,1.75,203.90
08.01.2009 23:30:00,1003.75,-13.70,259.18,-14.79,91.40,2.11,1.93,0.18,1.20,1.92,1346.69,1.39,2.00,211.10
08.01.2009 23:40:00,1003.69,-13.80,259.09,-14.91,91.20,2.10,1.91,0.18,1.19,1.90,1347.14,1.15,1.63,218.20
08.01.2009 23:50:00,1003.72,-13.89,258.99,-15.03,91.00,2.08,1.89,0.19,1.17,1.89,1347.66,0.80,1.38,215.90
09.01.2009 00:00:00,1003.66,-13.91,258.98,-15.06,90.90,2.08,1.89,0.19,1.17,1.88,1347.69,1.00,1.50,217.90
09.01.2009 00:10:00,1003.58,-14.05,258.85,-15.24,90.60,2.05,1.86,0.19,1.15,1.85,1348.31,0.96,1.38,193.20
09.01.2009 00:20:00,1003.60,-14.26,258.63,-15.49,90.30,2.02,1.82,0.20,1.13,1.82,1349.46,0.76,1.38,174.80
09.01.2009 00:30:00,1003.52,-14.36,258.54,-15.59,90.30,2.00,1.81,0.19,1.12,1.80,1349.87,0.51,0.88,183.60
09.01.2009 00:40:00,1003.42,-14.39,258.52,-15.63,90.20,2.00,1.80,0.20,1.12,1.79,1349.91,0.71,1.13,194.00
09.01.2009 00:50:00,1003.38,-14.41,258.50,-15.65,90.20,1.99,1.80,0.20,1.12,1.79,1349.96,0.60,1.00,175.10
09.01.2009 01:00:00,1003.36,-14.46,258.45,-15.71,90.10,1.98,1.79,0.20,1.11,1.78,1350.20,0.38,0.75,175.80
09.01.2009 01:10:00,1003.25,-14.52,258.40,-15.81,89.80,1.97,1.77,0.20,1.10,1.77,1350.37,0.48,0.88,180.70
09.01.2009 01:20:00,1003.23,-14.59,258.33,-15.87,89.90,1.96,1.77,0.20,1.10,1.76,1350.72,0.46,1.00,70.40
09.01.2009 01:30:00,1003.25,-14.71,258.21,-16.02,89.60,1.94,1.74,0.20,1.08,1.74,1351.38,0.41,0.88,166.70
09.01.2009 01:40:00,1003.27,-14.89,258.03,-16.24,89.30,1.92,1.71,0.20,1.06,1.70,1352.36,0.60,1.50,99.80
09.01.2009 01:50:00,1003.37,-15.20,257.71,-16.56,89.20,1.87,1.66,0.20,1.03,1.66,1354.14,0.59,1.50,53.07
09.01.2009 02:00:00,1003.48,-15.15,257.75,-16.45,89.70,1.87,1.68,0.19,1.04,1.68,1354.02,0.35,0.75,133.30
